url,n_gram
https://www.goal.com/th/ข่าว/โปรแกรมถ่ายทอดสดฟุตบอล-พรีเมียร์ลีก-ไทยลีก-ลาลีกา-บุนเดสลีกา/1avl5byctg48z1tjl9y0cu9ro2,4
https://www.siamsport.co.th/football/thaiotherleague/view/273582,0
https://www.siamsport.co.th/football/fa-cup/view/273415,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/198515,0
https://www.siamsport.co.th/football/thaiotherleague/view/274044,0
https://www.siamsport.co.th/football/euro2020/view/243946,0
https://www.siamsport.co.th/football/thai-league-cup/view/270494,0
https://www.siamsport.co.th/football/kingpowercup/view/173834,0
https://www.siamsport.co.th/football/otherleague/view/273270,0
https://www.siamsport.co.th/football/thai-league-cup/view/266670,0
https://www.goal.com/th/ข่าว/varปฏิเสธประตู-จุดโทษ-ท่าเรือเจาะไม่เข้าเจ๊าเชียงราย-0-0/blte55a3a2090380195,0
https://www.siamsport.co.th/football/thaipremierleague/view/274304,0
https://www.siamsport.co.th/football/thailandnational/view/274140,0
https://www.siamsport.co.th/football/dfb-pokal/view/256286,0
https://www.siamsport.co.th/football/otherleague/view/273368,2
https://www.siamsport.co.th/football/kingpower/view/271516,0
https://www.siamsport.co.th/football/coupe-de-france/view/174162,0
https://www.siamsport.co.th/football/afc-championsleague/view/273996,0
https://www.siamsport.co.th/football/afc-championsleague/view/273984,0
https://www.siamsport.co.th/football/laliga/view/273906,0
https://www.siamsport.co.th/football/euro2020/view/244032,0
https://www.siamsport.co.th/football/championship/view/271976,0
https://www.siamsport.co.th/football/coupe-de-france/view/174312,0
https://www.siamsport.co.th/football/fa-cup/view/273524,0
https://www.siamsport.co.th/football/thaileague4/view/191990,0
https://www.siamsport.co.th/football/kingpower/view/274352,0
https://www.siamsport.co.th/football/championship/view/269896,0
https://www.siamsport.co.th/football/afc-championsleague/view/273572,0
https://www.skysports.com/football/news/15205/12560520/marcus-rashfords-confidence-is-shot-but-man-utd-cannot-seriously-consider-sale-says-paul-merson,0
https://www.siamsport.co.th/football/thaiotherleague/view/274128,0
https://www.goal.com/th/ข่าว/ตัดสินด่วน-ศาลกีฬาโลกรับคําร้องรัสเซียยกเลิกโทษแบนฟีฟ่า/blt78a8246d91ac3569,0
https://www.siamsport.co.th/football/thailandnational/view/273590,0
https://www.siamsport.co.th/football/kingpower/view/272458,1
https://www.skysports.com/football/news/11095/12560999/chelsea-sale-todd-boehly-and-hansjorg-wyss-make-bid-with-josh-harris-considering-offer,0
https://www.siamsport.co.th/football/national/view/273532,0
﻿https://www.siamsport.co.th/football/premierleague/view/274360,0
https://www.goal.com/th/ข่าว/ลเวอรพล-ถายชองไหน/10mc4vbseu9tw1csvw0g71xw9p,25
https://www.goal.com/th/ข่าว/ศุภชัยขึ้นดาวซัลโว-บุรีรัมย์ดับชลบุรี-2-1-ไล่-โค้ชเตี้ย/blt2976dbed7b04a24f,0
https://www.siamsport.co.th/football/premierleague/view/274328,0
https://www.goal.com/th/ข่าว/2,0
https://www.siamsport.co.th/football/thaileague3/view/267492,0
https://www.siamsport.co.th/football/coupe-de-france/view/172365,0
https://www.siamsport.co.th/football/euro2020/view/244688,0
https://www.siamsport.co.th/football/dfb-pokal/view/255666,0
https://www.siamsport.co.th/football/thai-league-cup/view/270464,0
https://www.siamsport.co.th/football/kingpowercup/view/174262,0
https://www.siamsport.co.th/football/otherleague/view/273434,0
https://www.siamsport.co.th/football/ligue1/view/273396,0
https://www.siamsport.co.th/football/laliga/view/273632,0
https://www.skysports.com/football/news/11668/12561476/thomas-tuchel-urges-andreas-christensen-to-become-huge-player-at-chelsea,0
https://www.goal.com/th/ข่าว/ท้าทายจเด็จ-สถิติชี้ชัด-เชียงราย-เล่นเกมเยือนโหดสุดปีนี้/blt7b9c2538317b2f3f,0
https://www.siamsport.co.th/football/afc-championsleague/view/273234,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/109762,0
https://www.goal.com/th/ข่าว/จ่อแชมป์ไทยลีก-อิชิอิ-สั่งบุรีรัมย์โฟกัสแดกู/blt48ce6da7595422c9,0
https://www.siamsport.co.th/football/thaiotherleague/view/273834,0
https://www.siamsport.co.th/football/thaileague4/view/176819,0
https://www.siamsport.co.th/football/thai-fa-cup/view/271576,0
https://www.siamsport.co.th/football/otherleague/view/273806,0
https://www.siamsport.co.th/football/thai-league-cup/view/267438,0
https://www.siamsport.co.th/football/thaileague3/view/269004,0
https://www.siamsport.co.th/football/dfb-pokal/view/248788,0
https://www.goal.com/th/ข่าว/ประเดิมแชมเปี้ยนส์ลีก-อุทัยธานีขยี้พัทยาโค้ชโต่ย-4-1/blt9e88990238b65afa,0
https://www.siamsport.co.th/football/thaiotherleague/view/273564,0
https://www.siamsport.co.th/football/ligue1/view/273508,0
https://www.siamsport.co.th/football/ligue1/view/274070,0
https://www.siamsport.co.th/football/national/view/274232,0
https://www.siamsport.co.th/football/kingpowercup/view/177379,0
https://www.siamsport.co.th/football/coupe-de-france/view/177311,0
https://www.siamsport.co.th/football/national/view/274166,0
https://www.siamsport.co.th/football/europa-league/view/272614,0
https://www.siamsport.co.th/football/calcio/view/273148,0
https://www.siamsport.co.th/football/thailandnational/view/274290,0
https://www.siamsport.co.th/football/fa-cup/view/273411,0
https://www.siamsport.co.th/football/afc-championsleague/view/274298,0
https://www.siamsport.co.th/football/thai-league-cup/view/270366,0
https://www.siamsport.co.th/football/kingpowercup/view/197290,0
https://www.siamsport.co.th/football/national/view/273552,2
https://www.siamsport.co.th/football/kingpower/view/272600,0
https://www.siamsport.co.th/football/national/view/274160,0
https://www.siamsport.co.th/football/thaipremierleague/view/274306,0
https://www.siamsport.co.th/football/national/view/274292,0
https://www.siamsport.co.th/football/league-cup/view/273150,38
https://www.siamsport.co.th/football/kingpower/view/271650,0
https://www.siamsport.co.th/football/afc-cup/view/6357,0
https://www.siamsport.co.th/football/thailandnational/view/273812,0
https://www.goal.com/th/ข่าว/โปรแกรมถายทอดสดพรเมยรลกวนนทาง-true-visions/dbg4bzvd2ez410vtbzwofkgwq,2
https://www.siamsport.co.th/football/national/view/273548,0
https://www.siamsport.co.th/football/euro2020/view/244543,0
https://www.siamsport.co.th/football/dfb-pokal/view/266890,0
https://www.siamsport.co.th/football/championship/view/262940,0
https://www.siamsport.co.th/football/afc-championsleague/view/272546,0
https://www.siamsport.co.th/football/championship/view/269734,0
https://www.siamsport.co.th/football/afc-championsleague/view/273237,0
https://www.goal.com/th/ข่าว/คอนเต้รับสเปอร์สเหมือนได้แชมป์หากจบท็อปโฟร์ได้/bltd2fb4314471b88d8,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/199635,0
https://www.goal.com/th/ข่าว/live-ฟตบอลไทย-2021/1nbq119dy32ds1fxki009reex6,0
https://www.goal.com/th/ข่าว/โยชิดะกุมขมับ-บีจี-ขนสํารองยิง-ปราการ-3-0/blt0ee1001af178a6bb,0
https://www.siamsport.co.th/football/thailandnational/view/274130,0
https://www.goal.com/th/ข่าว/พร้อมใช้งาน-ฟาบินโญกดไลค์-ดิอาซ/blte6a7e2bf8553e336,4
https://www.siamsport.co.th/football/thaileague3/view/268564,0
https://www.siamsport.co.th/football/thaileague4/view/183416,0
https://www.goal.com/th/ข่าว/1,16
https://www.siamsport.co.th/football/league-cup/view/273048,16
https://www.siamsport.co.th/football/thaileague4/view/199643,0
https://www.siamsport.co.th/football/calcio/view/273132,0
https://www.siamsport.co.th/football/thai-league-cup/view/270470,0
https://www.siamsport.co.th/football/thaileague4/view/225299,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/169071,0
https://www.siamsport.co.th/football/otherleague/view/273878,0
https://www.goal.com/th/ข่าว/เวนเกอร์ชี้ฟาบินโญ-โกง-จังหวะใบแดงอเล็กซิส/blt3caf991a369200b4,2
https://www.siamsport.co.th/football/afc-cup/view/227715,0
https://www.siamsport.co.th/football/league-cup/view/273084,35
https://www.siamsport.co.th/football/thaiotherleague/view/273992,0
https://www.siamsport.co.th/football/otherleague/view/273222,0
https://www.siamsport.co.th/football/afc-championsleague/view/272650,0
https://www.siamsport.co.th/football/thaileague3/view/274000,0
https://www.siamsport.co.th/football/kingpowercup/view/174544,0
https://www.siamsport.co.th/football/thaileague3/view/268912,0
https://www.goal.com/th/ลิสต์/จาก-1-ถึง-176-เพื่อนร่วมทีม-แฮร์รี-เคน-ยิงลูกแรกพรีเมียร์ลีก/bltc06a756710aea1a0,0
https://www.siamsport.co.th/football/coupe-de-france/view/170665,0
https://www.siamsport.co.th/football/thaileague3/view/267568,0
https://www.siamsport.co.th/football/premierleague/view/274348,0
https://www.siamsport.co.th/football/coupe-de-france/view/197282,0
https://www.goal.com/th/ข่าว/เจ็บอีกแล้ว-เลสเตอร์คอนเฟิร์ม-วาร์ดี้-พักร่วมเดือน/blt47897dac052f444f,0
https://www.goal.com/th/ข่าว/ลิเวอร์พูล-อินเตอร์-มิลาน-ข่าวล่าสุด-เวลาแข่ง-ช่องถ่ายทอดสด/bltc3edd2d8ec86f8dc,13
https://www.siamsport.co.th/football/thaipremierleague/view/274188,0
https://www.siamsport.co.th/football/fa-cup/view/273423,18
https://www.siamsport.co.th/football/champions-league/view/274358,0
https://www.siamsport.co.th/football/thai-league-cup/view/266682,0
https://www.siamsport.co.th/football/thaileague3/view/273204,0
https://www.goal.com/th/ข่าว/จังหวะเตะบอล-อองรีจวกกรรมการไม่ควรแจกใบแดงอเล็กซิส/bltfc2d1d4fba5eb97d,5
https://www.siamsport.co.th/football/fa-cup/view/273418,18
https://www.siamsport.co.th/football/thai-fa-cup/view/271438,0
https://www.siamsport.co.th/football/calcio/view/273662,0
https://www.goal.com/th/ข่าว/แมนเชสเตอร-ยไนเตด-ถายชองไหน/1311ibm2o5bu317qxf39lln0pp,1
https://www.siamsport.co.th/football/championship/view/258970,0
https://www.siamsport.co.th/football/coupe-de-france/view/177153,0
https://www.siamsport.co.th/football/thailandnational/view/274136,0
https://www.siamsport.co.th/football/ligue1/view/274108,0
https://www.siamsport.co.th/football/calcio/view/273394,0
https://www.siamsport.co.th/football/thaipremierleague/view/274208,0
https://www.siamsport.co.th/football/thailandnational/view/274330,0
https://www.siamsport.co.th/football/euro2020/view/243938,0
https://www.siamsport.co.th/football/premierleague/view/274356,0
https://www.siamsport.co.th/football/dfb-pokal/view/267390,0
https://www.goal.com/th/ลิสต์/ปีเดียว-13-แบบ-รวมชุดแข่งนาโปลีฤดูกาล-2021-2022/blt594b3fa24e1ee0f6,0
https://www.siamsport.co.th/football/conference-league/view/260289,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/109714,0
https://www.siamsport.co.th/football/league-cup/view/273066,0
https://www.siamsport.co.th/football/thailandnational/view/273676,0
https://www.siamsport.co.th/football/euro2020/view/244323,0
https://www.siamsport.co.th/football/league-cup/view/273452,0
https://www.siamsport.co.th/football/premierleague/view/274322,17
https://www.goal.com/th/ข่าว/เลวานแฮตทริกใน-10-นาที-บาเยิร์น-มิวนิคเปิดรังขย้ําเรดบูลส์/blt2ab58bd6d9b572ee,0
https://www.goal.com/th/ข่าว/goalpedia-ทําไมเรอัล-มาดริด-ถึงใส่ชุดขาวล้วน/blt7f709bf76cb4c053,0
https://www.siamsport.co.th/football/thai-fa-cup/view/271456,0
https://www.siamsport.co.th/football/thai-league-cup/view/271266,0
https://www.siamsport.co.th/football/thaiotherleague/view/273814,0
https://www.siamsport.co.th/football/league-cup/view/273058,15
https://www.siamsport.co.th/football/thaipremierleague/view/274186,0
https://www.siamsport.co.th/football/coupe-de-la-ligue/view/171149,0
https://www.siamsport.co.th/football/championship/view/273958,0
https://www.goal.com/th/ข่าว/official-มีผลทันที-พรีเมียร์ลีกระงับออกอากาศที่รัสเซีย/blt86df5183164d20fa,0
https://www.siamsport.co.th/football/coupe-de-france/view/229821,0
https://www.siamsport.co.th/football/calcio/view/273650,6
https://www.siamsport.co.th/football/kingpowercup/view/174406,0
https://www.siamsport.co.th/football/league-cup/view/273252,4
https://www.siamsport.co.th/football/thaileague3/view/272572,0
https://www.siamsport.co.th/football/euro2020/view/244308,0
https://www.siamsport.co.th/football/otherleague/view/273426,0
https://www.siamsport.co.th/football/conference-league/view/262283,0
https://www.siamsport.co.th/football/conference-league/view/263737,0
https://www.siamsport.co.th/football/thaipremierleague/view/274260,0
https://www.siamsport.co.th/football/premierleague/view/274350,0
https://www.siamsport.co.th/football/national/view/273510,0
https://www.goal.com/th/ข่าว/คล็อปป์ตอบเรื่องใบแดงอเล็กซิส/blt738219576282e3ac,3
https://www.siamsport.co.th/football/championship/view/258898,20
https://www.siamsport.co.th/football/afc-championsleague/view/273110,0
https://www.siamsport.co.th/football/league-cup/view/273386,0
https://www.siamsport.co.th/football/thailandnational/view/273692,0
https://www.siamsport.co.th/football/league-cup/view/273052,12
﻿https://www.goal.com/th/ข่าว/1,0
https://www.siamsport.co.th/football/thai-league-cup/view/266770,0
https://www.siamsport.co.th/football/kingpowercup/view/174684,0
https://www.siamsport.co.th/football/league-cup/view/273194,22
https://www.siamsport.co.th/football/thaileague3/view/273210,0
https://www.siamsport.co.th/football/dfb-pokal/view/256124,0
https://www.skysports.com/football/news/11661/12560304/premier-league-match-previews-team-news-stats-predictions-kick-off-time-and-how-to-follow,0
https://www.siamsport.co.th/football/dfb-pokal/view/256246,0
https://www.skysports.com/football/story-telling/11095/12560647/man-utd-is-roy-keane-right-to-say-club-needs-clear-out,0
https://www.skysports.com/football/news/11095/12002801/live-football-on-sky-sports-games-dates-kick-off-times,0
https://www.siamsport.co.th/football/dfb-pokal/view/272138,0
https://www.siamsport.co.th/football/dfb-pokal/view/267720,0
https://www.skysports.com/football/news/29326/12560525/kylian-mbappe-heir-apparent-to-cristiano-ronaldo-and-lionel-messi-as-worlds-best-player-says-gary-neville,0
https://www.skysports.com/football/news/12020/12561796/stephen-kenny-extends-republic-of-ireland-contract-until-2024,0
https://www.siamsport.co.th/football/europa-league/view/272700,0
https://www.siamsport.co.th/football/copa-del-rey/view/231949,0
https://www.skysports.com/football/news/11095/12561728/anton-ferdinand-racism-consequences-worse-for-victims-than-perpetrators,0
https://www.skysports.com/football/news/11945/12559906/champions-league-man-city-host-sporting-lisbon-after-first-leg-thrashing-psg-take-1-0-lead-to-real-madrid,0
https://www.siamsport.co.th/football/atletico/view/267706,0
https://www.skysports.com/football/news/11095/12558812/kylian-mbappe-mohamed-salah-erling-haaland-vying-to-usurp-lionel-messi-and-cristiano-ronaldo-as-worlds-best,0
https://www.siamsport.co.th/football/copa-del-rey/view/267838,0
https://www.siamsport.co.th/football/copa-del-rey/view/233676,0
https://www.skysports.com/football/news/11095/12561275/newcastle-enter-antonio-rudiger-race-while-manchester-city-lead-erling-haaland-pursuit-paper-talk,0
https://www.skysports.com/football/news/11095/12549204/championship-ben-brereton-diaz-fabio-carvalho-among-players-out-of-contract-this-summer,0
https://www.siamsport.co.th/football/dfb-pokal/view/256398,0
https://www.siamsport.co.th/football/kingpower/view/272610,1
https://www.skysports.com/football/news/topic/9959/football-gossip,0
https://www.siamsport.co.th/football/copa-del-rey/view/233539,0
https://www.siamsport.co.th/football/europa-league/view/272456,0
https://www.skysports.com/football/news/topic/7964/tackling-racism,0
https://www.skysports.com/football/news/11095/12560707/champions-league-europa-league-ecl-quarter-finals-when-is-the-draw,0
